address	grantId	name	tag	active	core
0x25a0d03d3050D17700A6f42504859Fa5855F79aB	884	Us4Warriors	31-Contracts:Giveth	true	false
0x25E0620F07c65a91AD95B022c4F8494b5880c61B	424	International Bear Association	31-Contracts:Giveth	true	false
0x265b1947A32E4c957De798d68300CACfC3E1114d	352	United Way of Greater Atlanta	31-Contracts:Giveth	true	false
0x266c51ff7c0e22ED5b4D1138E054f7c9e3530048	1196	Harbor Care	31-Contracts:Giveth	true	false
0x26b2f6C30088784F931DAEBe0CF44f53375a367c	525	PS1 Pluralisitic School	31-Contracts:Giveth	true	false
0x26E239b30B002E3c6d135C4366f562aD272b5cc8	382	KIPP Foundation	31-Contracts:Giveth	true	false
0x26effF0377D246194075661bdf0CC25969118F25	643	Medical Students for Choice	31-Contracts:Giveth	true	false
0x271cd5391016eb621aB3f9c0c70F5cF91DFd3FB0	1162	GoodDollar	31-Contracts:Giveth	true	false
0x27a1bE64ED504f6835a64d6F216e2D647C94a6e8	711	GLOBAL Church	31-Contracts:Giveth	true	false
0x27CF883442bDec0f4440163111Bf1d6FbfE3545b	431	The Fred Hollows Foundation	31-Contracts:Giveth	true	false
0x27D18C5b2c042ABA2eE445b1B652916fd19E8987	1289	Dar-us-Salaam	31-Contracts:Giveth	true	false
0x28266D5aB03cB0e05a34Ca5cd739ddDA145Be645	1445	Giving Scholastic Materials To Most Vulnerable children	31-Contracts:Giveth	true	false
0x28318F2718fD18b37364Ac264Bc6403dCC0D8b52	1000	Muttville Senior Dog Rescue	31-Contracts:Giveth	true	false
0x2832cA9D0A156062669B904356333FD5d2AbB56a	755	Children of Fallen Patriots Foundation	31-Contracts:Giveth	true	false
0x2835188ba64175d36BA428D4Bfb786a30B99aC05	641	Coalition for Radical Life Extension	31-Contracts:Giveth	true	false
0x283E402A356b86f67F37F64392fD2CFBd93675F0	772	Georgia-Alabama Land Trust, Inc.	31-Contracts:Giveth	true	false
0x28595d2660846DF8D60A0e72F37977ccd967D51b	1223	United Sikhs	31-Contracts:Giveth	true	false
0x28790D6D9723F6520f2C53c658F68479Ba725f96	671	NorthStar Pet Rescue	31-Contracts:Giveth	true	false
0x28E90255c12509cE1C8adDAcD220082E1c98de8a	472	Arch Grants	31-Contracts:Giveth	true	false
0x2936E5Bf43946Cb8987A0876F0BE11F52c86FE22	1277	The Blexit Foundation, Inc.	31-Contracts:Giveth	true	false
0x29374334510077a0beAB97FC67b1d01094485119	695	No Longer Bound	31-Contracts:Giveth	true	false
0x298F7F66bA43f0EfeCf4bc324b0016F822c783A4	1241	All for Climate DAO	31-Contracts:Giveth	true	false
0x2a113fDc2F9621F922360979ED8F09d1c7C95367	539	The Bail Project	31-Contracts:Giveth	true	false
0x2a7D43ad2Bc842f990a4381217CCA077E4898560	385	Comunidad Connect	31-Contracts:Giveth	true	false
0x2a8B0D412f90B39A364A98d2Eb67184D12f15714	1078	Restorative Justice for Oakland Youth (RJOY)	31-Contracts:Giveth	true	false
0x2A9965b98B0d3B79742370461B1831C821CDa2eB	728	Arizona Coalition to End Sexual and Domestic Violence	31-Contracts:Giveth	true	false
0x2AB4f79C232b40AacE43fC5E2E7Df98FfD255eD6	461	National Immigration Law Center	31-Contracts:Giveth	true	false
0x2AB5b3Dbf8294c84fa9C477E11EaD252b381CAFd	738	Sea Shepherd Conservation Society	31-Contracts:Giveth	true	false
0x2aC01A70F68D30fcEE49707314F0460d7AAF43CD	412	Convoy of Hope	31-Contracts:Giveth	true	false
0x2AE60879E39d3AACe69FE1161c0206D52d3f296B	555	Gold for Kids - Fight Pediatric Cancer!	31-Contracts:Giveth	true	false
0x2B03B3B7D8d9C8D91aA381799AdF221Bad977aF1	712	Grace Church	31-Contracts:Giveth	true	false
0x2b0cA995C459dBAf1380C24a1BE4E331F96e09E7	1039	Born Free USA	31-Contracts:Giveth	true	false
0x2b2573738b0c0266D8Dec90b4Ad955e56aD8BA33	794	Table Community Church	31-Contracts:Giveth	true	false
0x2bcAcC3c4cE93b188F9250673d1f03e7871257bc	1275	Boys & Girls Club of Greenwich	31-Contracts:Giveth	true	false
0x2Bf034ecCEbc8CD60Dab9c249b6c2996Dcb7D8EC	308	Moloch Cloudship	31-Contracts:Giveth	true	false
0x2bF9779E32a1E068D8fe18CCd68468100De05e70	1557	Hydrocephalus Association	31-Contracts:Giveth	true	false
0x2C0d12Ecee29f36c39510Ac41d6dd1287D4Fbf8A	2	Bridging Digital Communities	31-Contracts:Giveth	true	false
0x2c133eD50Ff52E2DF64ab5348EE574f95C1ef7b0	1626	Sea Turtle Conservancy	31-Contracts:Giveth	true	false
0x2c2EaeB92CB4127D6b6B746Bb98131c290f27824	1227	Evangel Church	31-Contracts:Giveth	true	false
0x2c70D3410a9746391da16dED06B15597e84929B3	628	Every Shelter	31-Contracts:Giveth	true	false
0x2c8725B5f324b7828Cf984374e781465e116ce7F	1460	Refugee Women's Alliance (ReWA)	31-Contracts:Giveth	true	false
0x2Ca0e13B06C79aB73B3Acfc20dc2a73e2a2f3Bc1	722	Creative Clay, Inc.	31-Contracts:Giveth	true	false
0x2CBc87CE96550ec8cd95Be93c3B063514AF0640f	1461	The Pad Project	31-Contracts:Giveth	true	false
0x2ce0682d846808Ce086BC18A6c1713a1c3a76514	690	Opportunity Through Entrepreneurship Foundation	31-Contracts:Giveth	true	false
0x2D254b1B712fc89Ecd369DB83eAFA7776540A5c7	454	Designs for Dignity	31-Contracts:Giveth	true	false
0x2d37deaa4Db66762FAb8aFcaE9557f7b601bF370	1448	World Stop Stuttering Association	31-Contracts:Giveth	true	false
0x2d8549b425a76F4c7965Ffe69a097eFc2DdBfD68	1207	Middle East Media Research Institute (MEMRI)	31-Contracts:Giveth	true	false
