Num	blocknumber	date	balance	blocknumber	Type	Amount	Count	DAI Balance	Claim Balance	Claim Count
615	11532396	12/26/20 23:47	1.87525E+23	11532396	PayoutClaimed	3.83845E+17	-1	"187,525.33"	"187,523.71"	240
617	11533338	12/27/20 3:11	1.87117E+23	11533338	PayoutClaimed	4.08801E+20	-1	"187,116.53"	"187,114.91"	239
619	11534484	12/27/20 7:31	1.87071E+23	11534484	PayoutClaimed	4.56818E+19	-1	"187,070.85"	"187,069.23"	238
621	11535576	12/27/20 11:33	1.87033E+23	11535576	PayoutClaimed	3.80828E+19	-1	"187,032.77"	"187,031.14"	237
623	11535853	12/27/20 12:37	1.82595E+23	11535853	PayoutClaimed	4.43734E+21	-1	"182,595.42"	"182,593.80"	236
625	11536441	12/27/20 14:47	1.7842E+23	11536441	PayoutClaimed	4.17555E+21	-1	"178,419.87"	"178,418.25"	235
627	11537493	12/27/20 18:33	1.78321E+23	11537493	PayoutClaimed	9.85855E+19	-1	"178,321.29"	"178,319.66"	234
629	11538269	12/27/20 21:27	1.6755E+23	11538269	PayoutClaimed	1.07708E+22	-1	"167,550.49"	"167,548.87"	233
631	11539230	12/28/20 0:59	1.67391E+23	11539230	PayoutClaimed	1.5985E+20	-1	"167,390.65"	"167,389.02"	232
633	11539651	12/28/20 2:25	1.64671E+23	11539651	PayoutClaimed	2.71961E+21	-1	"164,671.03"	"164,669.41"	231
635	11539770	12/28/20 2:52	1.64671E+23	11539770	PayoutClaimed	3.57884E+16	-1	"164,671.00"	"164,669.38"	230
637	11543747	12/28/20 17:22	1.64628E+23	11543747	PayoutClaimed	4.25494E+19	-1	"164,628.45"	"164,626.83"	229
639	11543828	12/28/20 17:41	1.64627E+23	11543828	PayoutClaimed	1.7821E+18	-1	"164,626.67"	"164,625.04"	228
641	11545410	12/28/20 23:27	1.63901E+23	11545410	PayoutClaimed	7.25747E+20	-1	"163,900.92"	"163,899.30"	227
643	11546580	12/29/20 3:50	1.63731E+23	11546580	PayoutClaimed	1.69649E+20	-1	"163,731.27"	"163,729.65"	226
645	11549059	12/29/20 12:55	1.63552E+23	11549059	PayoutClaimed	1.79485E+20	-1	"163,551.79"	"163,550.16"	225
647	11550010	12/29/20 16:30	1.6212E+23	11550010	PayoutClaimed	1.43148E+21	-1	"162,120.31"	"162,118.69"	224
649	11550492	12/29/20 18:18	1.62115E+23	11550492	PayoutClaimed	5.11919E+18	-1	"162,115.19"	"162,113.57"	223
651	11588675	1/4/21 15:03	1.56626E+23	11588675	PayoutClaimed	5.48891E+21	-1	"156,626.28"	"156,624.66"	222
653	11589111	1/4/21 16:34	1.53149E+23	11589111	PayoutClaimed	3.47689E+21	-1	"153,149.40"	"153,147.77"	221
655	11589214	1/4/21 16:59	1.52323E+23	11589214	PayoutClaimed	8.26565E+20	-1	"152,322.83"	"152,321.21"	220
657	11589325	1/4/21 17:22	1.43671E+23	11589325	PayoutClaimed	8.65144E+21	-1	"143,671.39"	"143,669.77"	219
659	11590150	1/4/21 20:24	1.38318E+23	11590150	PayoutClaimed	5.35379E+21	-1	"138,317.60"	"138,315.98"	218
661	11590270	1/4/21 20:49	1.38251E+23	11590270	PayoutClaimed	6.61672E+19	-1	"138,251.43"	"138,249.81"	217
663	11590537	1/4/21 21:43	1.31617E+23	11590537	PayoutClaimed	6.63429E+21	-1	"131,617.14"	"131,615.51"	216
665	11592544	1/5/21 5:17	1.31617E+23	11592544	PayoutClaimed	1.74905E+17	-1	"131,616.96"	"131,615.34"	215
667	11593855	1/5/21 10:02	1.30839E+23	11593855	PayoutClaimed	7.77928E+20	-1	"130,839.04"	"130,837.41"	214
669	11594048	1/5/21 10:42	1.30075E+23	11594048	PayoutClaimed	7.64086E+20	-1	"130,074.95"	"130,073.33"	213
671	11596117	1/5/21 18:18	1.29834E+23	11596117	PayoutClaimed	2.41266E+20	-1	"129,833.68"	"129,832.06"	212
673	11596645	1/5/21 20:11	1.26746E+23	11596645	PayoutClaimed	3.08761E+21	-1	"126,746.07"	"126,744.45"	211
675	11600046	1/6/21 8:53	1.26435E+23	11600046	PayoutClaimed	3.11501E+20	-1	"126,434.57"	"126,432.95"	210
677	11601615	1/6/21 14:37	1.25758E+23	11601615	PayoutClaimed	6.76787E+20	-1	"125,757.78"	"125,756.16"	209
679	11601673	1/6/21 14:51	1.20455E+23	11601673	PayoutClaimed	5.30252E+21	-1	"120,455.27"	"120,453.64"	208
681	11602421	1/6/21 17:33	1.16293E+23	11602421	PayoutClaimed	4.16222E+21	-1	"116,293.05"	"116,291.42"	207
683	11604079	1/6/21 23:35	1.059E+23	11604079	PayoutClaimed	1.03934E+22	-1	"105,899.63"	"105,898.00"	206
685	11607724	1/7/21 13:07	9.6164E+22	11607724	PayoutClaimed	9.73566E+21	-1	"96,163.97"	"96,162.34"	205
687	11616516	1/8/21 21:26	9.59429E+22	11616516	PayoutClaimed	2.21071E+20	-1	"95,942.90"	"95,941.27"	204
689	11620207	1/9/21 11:09	9.59206E+22	11620207	PayoutClaimed	2.22597E+19	-1	"95,920.64"	"95,919.01"	203
691	11620687	1/9/21 12:58	9.59204E+22	11620687	PayoutClaimed	1.87051E+17	-1	"95,920.45"	"95,918.83"	202
693	11636037	1/11/21 21:20	9.59204E+22	11636037	PayoutClaimed	0	-1	"95,920.45"	"95,918.83"	201
695	11645691	1/13/21 8:59	9.5741E+22	11645691	PayoutClaimed	1.79484E+20	-1	"95,740.97"	"95,739.34"	200
697	11653274	1/14/21 12:40	9.57301E+22	11653274	PayoutClaimed	1.08167E+19	-1	"95,730.15"	"95,728.53"	199
699	11688450	1/19/21 22:23	8.00512E+22	11688450	PayoutClaimed	1.5679E+22	-1	"80,051.15"	"80,049.53"	198
701	11738525	1/27/21 15:00	7.9408E+22	11738525	PayoutClaimed	6.43115E+20	-1	"79,408.04"	"79,406.41"	197
703	12088792	3/22/21 13:08	0	12088792	FundingWithdrawn	7.9408E+22	-1	0.00	-1.62	196
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
